Event Date,Facility Type,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Assault Description,Primary Contributing Factors,Severity of Assault,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Assault Description,Department/Office Incident Took Place,Assault Description
2/6/2024,Other,Other,Patient,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,Pt upset couldn't have test.  Escalated verbally and left.  Pt called and she apologized for her behavior.,Hallway,
2/26/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,Threatening to kill staff by stabbing them.  Use of foul language,Patient room,
3/29/2024,Other,Allied Health/Technologist,Patient,Physical,Kicking/Hitting/Beating,Unknown,None - No Contact/Unwanted Contact w/No Injury,Mild - Upset/Angry/Scared/Humiliated,None,De-escalation Techniques,Came to have outpt x-ray.  No order from the provider.  Patient yelled and punched doorframe.  Used inappropriate language.,Hallway,
4/28/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Physical,Kicking/Hitting/Beating,Abandoned by Guardian,Mild - Mild Soreness/Abrasions/Scratches/Small Bruises,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,Pt being ambulated in hall by staff.  Pt not willing to follow directions given by staff and starting hitting the C.N.A.,Hallway,
5/10/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Verbal,Verbal Assualt,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"Agitated, pacing the floor.  Refusing to go back to room",Hallway,
5/14/2024,ED,"Nurse (RN, LPN)",Patient,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"Pt upset with staff walking in and out of his room.  Used inappropriate language, yelling at staff.",patient room,
5/21/2024,Other,Allied Health/Technologist,Patient,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,Pt here for x-ray. Raised voice and yelled at staff when couldn't have their x-ray due to facility not having an order from the provider.,Hallway,
5/26/2024,ED,"Nurse (RN, LPN)",Patient,Physical,Grabbing/Pinching/Scratching/Hair Pull,Altered Mental Status,Mild - Mild Soreness/Abrasions/Scratches/Small Bruises,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"Hit staff with her shoe, attempting to kick and bite staff assisting, family refusing to bring patient home, dementia",Patient room,
6/14/2024,ED,"Nurse (RN, LPN)",Patient,Attempted Violence (near miss),Grabbing/Pinching/Scratching/Hair Pull,Abandoned by Guardian,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"Attempted to grab nurse while yelling at her, dementia patient, family refusing to bring her home",patient room,
6/21/2024,ED,"Nurse (RN, LPN)",Patient,Attempted Violence (near miss),Throwing Object/Breaking Object,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,Threw water bottle at nurse who was trying to give him his medicaions.,patient room,
7/24/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Physical,Grabbing/Pinching/Scratching/Hair Pull,Altered Mental Status,Mild - Mild Soreness/Abrasions/Scratches/Small Bruises,Mild - Upset/Angry/Scared/Humiliated,None,De-escalation Techniques,Pt grabbed nurse's arm while she was assisting her and pushed her away causing her to fall into a chair,patient room,
8/5/2024,Other,"Nurse (RN, LPN)",Visitor,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,Security Called,pt upset with wife's visit to the ED stating he wasn't going to let things end here.  Hung up on house manager,phone call,
8/10/2024,ED,"Nurse (RN, LPN)",Patient,Attempted Violence (near miss),Kicking/Hitting/Beating,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,Physical Restraints Used,no assault occured,Patient room,
9/4/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Verbal,Verbal Assualt,Removal of Personal Belongings by Security/Care Team,None - No Contact/Unwanted Contact w/No Injury,Mild - Upset/Angry/Scared/Humiliated,None,De-escalation Techniques,"yelling at staff, on high risk protocol, did not like the rules set in place for his safety",Patient room,
10/10/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Physical,Kicking/Hitting/Beating,Altered Mental Status,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"Hitting staff, yelling at staff, dementia patient dropped off by family",Patient room,
10/10/2024,Med/Surg/Inpatient,"Nurse (RN, LPN)",Patient,Physical,Kicking/Hitting/Beating,Abandoned by Guardian,Mild - Mild Soreness/Abrasions/Scratches/Small Bruises,None - No emotional and/or Psychological Impact,None,De-escalation Techniques,"hitting staff, yelling at staff, dementia patient dropped off by family",Patient room,
10/24/2024,ED,"Nurse (RN, LPN)",Patient,Physical,Grabbing/Pinching/Scratching/Hair Pull,Self-Injurious Behavior,None - No Contact/Unwanted Contact w/No Injury,Mild - Upset/Angry/Scared/Humiliated,None,Physical Restraints Used,"Confusion after seizure, trying to hit staff and pulling at medical equipment",Patient room,
12/30/2024,ED,"Nurse (RN, LPN)",Visitor,Verbal,Verbal Assualt,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,No Security or Law Enforcement Called,Daughter of patient calling nursing inappropriate names and threatening to punch her.,hallway,
12/30/2024,Other,Administration/Support Services,Patient,Attempted Violence (near miss),Grabbing/Pinching/Scratching/Hair Pull,Unknown,None - No Contact/Unwanted Contact w/No Injury,None - No emotional and/or Psychological Impact,None,No Security or Law Enforcement Called,Patient attempted to grab the butt of a young registration employee.  She was able to step back and no contact was made.  Pt educated by employee and nusring supervisor that this was inappropriate and would not be tolerated. Pt is a 56 yo male.,patient registration,
1/1/2025,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/1/2025,Other,Allied Health/Technologist,Inpatient,Physical,Sexual Comments and Harrassment; Unwelcome or Offensive Touching,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
1/1/2025,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,Mild,Severe - Significant Emotional and/or psychological impact resulting in missed work.,ED,Notified Supervisor,,,
1/1/2025,Other,<N/S>,Inpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
1/2/2025,Other,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Clinical Physician Resources; Notified Supervisor,,,
1/3/2025,Other,Other,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
1/3/2025,ED,<N/S>,Outpatient,Physical,Hit w/ Fist; Pushed; Threat of Violence; Unwelcome or Offensive Touching,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
1/3/2025,Other,Allied Health/Technologist,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/3/2025,Other,Allied Health/Technologist,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/2/2025,Other,<N/S>,Outpatient,Written/Digital,Sexual harassment ; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/3/2025,Other,Allied Health/Technologist,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/3/2025,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; throwing items; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/3/2025,ED,<N/S>,Outpatient,Property Damage/Vandalism,aggression with property- personal,N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
1/4/2025,ED,Administration/Support Services,Other,Verbal,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Physical Hold,,,
1/4/2025,ED,<N/S>,Outpatient,Physical,Assault w/ Bodily Fluids,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/5/2025,Other,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/5/2025,ED,<N/S>,Outpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/5/2025,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor; Physical Hold,,,
1/5/2025,Other,<N/S>,Inpatient,Verbal,Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/6/2025,Other,<N/S>,Outpatient,Verbal,Stalking or Terrorizing,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/6/2025,Other,<N/S>,Outpatient,Physical,Bitten,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),De-escalation Techniques Utilized,,,
1/7/2025,ED,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/5/2025,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist; Kicked,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security,,,
1/7/2025,ED,<N/S>,Inpatient,Physical,"Aggression Toward an Inanimate Object; Intimidation; Threat of Violence; threw blood pressure cuff at RN, called registration rep a 'faggot' and 'queer', called RN 'fat bitch'; Unwelcome or Offensive Touching",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/7/2025,ED,<N/S>,Visitor,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
1/7/2025,Other,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
1/2/2025,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/8/2025,Other,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Notified Security,,,
1/8/2025,Other,Allied Health/Technologist,Inpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/8/2025,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/8/2025,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist; Scratched,<N/S>,Other,Moderate - Moderate emotional and/or psychological impact with no missed work.,Other (please specify),Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
1/8/2025,BC,<N/S>,Inpatient,Physical,Bitten,<N/S>,Other,None - No emotional and/or psychological impact,<N/S>,Called Code Gray; Physical Hold,,,
1/7/2025,Other,"Nurse (RN, LPN, LNA)",Resident (LTC),Verbal,sexual behavior; Unwelcome or Offensive Language/Gestures,Long Term Care/SNF Bed Unavailable,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
1/9/2025,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/9/2025,BC,<N/S>,Visitor,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security,,,
1/10/2025,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized,,,
1/10/2025,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Scratched,<N/S>,Moderate,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized,,,
1/9/2025,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,masturbating; Unwelcome or Offensive Touching,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/9/2025,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/10/2025,ED,Allied Health/Technologist,Inpatient,Physical,Bitten,<N/S>,None,None - No emotional and/or psychological impact,Other (please specify),Chemical Restraint; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
1/10/2025,ED,<N/S>,Visitor,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/7/2025,ED,<N/S>,Other,Property Damage/Vandalism,rummaged in desk of locked office,<N/S>,None,<N/S>,<N/S>,Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
1/9/2025,Other,<N/S>,Inpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/8/2025,Other,<N/S>,Other,Physical,Exposure,<N/S>,None,None - No emotional and/or psychological impact,Other (please specify),Called 911; Notified Security; Notified Supervisor,,,
1/9/2025,Other,<N/S>,Other,Physical,Exposure,<N/S>,Other,None - No emotional and/or psychological impact,ED,Called 911; Notified Security; Notified Supervisor,,,
1/11/2025,Other,<N/S>,Inpatient,Physical,hit with mitted hand,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Physical Hold,,,
1/11/2025,Other,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/12/2025,ED,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/11/2025,SCU,<N/S>,Inpatient,Physical,Scratched,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/11/2025,SCU,<N/S>,Inpatient,Physical,Scratched,<N/S>,Other,Moderate - Moderate emotional and/or psychological impact with no missed work.,ED,Notified Clinical Physician Resources,,,
1/12/2025,ED,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Mild,Moderate - Moderate emotional and/or psychological impact with no missed work.,ED,Called 911; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,
1/12/2025,ED,Allied Health/Technologist,Inpatient,Physical,Unwelcome or Offensive Touching,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
1/11/2025,Med/Surg/Inpatient,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/12/2025,ED,<N/S>,Inpatient,Physical,Slapped,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/12/2025,ED,<N/S>,Inpatient,Physical,Hit w/ Fist; Scratched,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/13/2025,Other,Administration/Support Services,Outpatient,Verbal,Intimidation; Screaming or Yelling,N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,Other,<N/S>,Other,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/12/2025,Other,<N/S>,Resident (LTC),Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Seclusion,,,
1/10/2025,Other,<N/S>,Outpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/13/2025,Other,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,Other,<N/S>,Other,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,<N/S>,,,
1/13/2025,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,Other,<N/S>,Inpatient,Physical,Choked; Grabbed; Pushed,<N/S>,Mild,Severe - Significant Emotional and/or psychological impact resulting in missed work.,<N/S>,Notified Supervisor,,,
1/13/2025,Other,<N/S>,Outpatient,Verbal,dog barking ; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/13/2025,Other,<N/S>,Outpatient,Verbal,loud/aggressive barking,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,ED,<N/S>,Other,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,Other,<N/S>,Inpatient,Physical,Kicked; Scratched,<N/S>,Moderate,None - No emotional and/or psychological impact,Other (please specify),Chemical Restraint; Notified Supervisor; Physical Hold,,,
1/13/2025,Other,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/13/2025,ED,<N/S>,Inpatient,Physical,Aggression Toward an Inanimate Object,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
1/13/2025,ED,Security,Inpatient,Physical,Assault w/ Bodily Fluids; Bitten,N/A or Unknown,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,
1/13/2025,ED,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Intimidation; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Physical Hold,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/14/2025,Other,<N/S>,Inpatient,Physical,Scratched,<N/S>,Moderate,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,<N/S>,<N/S>,None,<N/S>,<N/S>,<N/S>,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Security,,,
1/15/2025,Other,<N/S>,Inpatient,Verbal,Intimidation; Screaming or Yelling; Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/14/2025,Other,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/15/2025,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/15/2025,ED,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids,<N/S>,None,<N/S>,<N/S>,Seclusion,,,
1/15/2025,BC,Allied Health/Technologist,Inpatient,Physical,Kicked; Pushed,<N/S>,Severe,Mild - Upset / Angry / Scared / Humiliated,<N/S>,Called Code Gray; Physical Hold,,,
1/15/2025,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Physical Hold,,,
1/15/2025,Other,<N/S>,Visitor,Verbal,verbal,<N/S>,None,<N/S>,<N/S>,Notified Security; Notified Supervisor,,,
1/15/2025,Other,<N/S>,Visitor,Physical,Aggression Toward an Inanimate Object; Intimidation; Stalking or Terrorizing; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Security,,,
1/16/2025,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist,N/A or Unknown,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
1/15/2025,BC,<N/S>,Inpatient,Physical,Kicked,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Called Code Gray; De-escalation Techniques Utilized,,,
1/16/2025,Other,<N/S>,Other,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
1/14/2025,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/16/2025,Other,<N/S>,Inpatient,Physical,Hit w/ Fist; Threat of Violence; Unwelcome or Offensive Touching,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,
1/15/2025,Other,Administration/Support Services,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
1/16/2025,Other,<N/S>,Inpatient,Physical,Hit w/ Fist; Slapped,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
1/15/2025,Other,<N/S>,Other,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,Moderate - Moderate emotional and/or psychological impact with no missed work.,<N/S>,De-escalation Techniques Utilized,,,
1/15/2025,Other,<N/S>,Outpatient,Written/Digital,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
1/17/2025,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
1/16/2025,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/17/2025,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/17/2025,Other,Administration/Support Services,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
1/17/2025,ED,<N/S>,Outpatient,Physical,Aggression Toward an Inanimate Object; Intimidation; Kicked; Pushed; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,
1/17/2025,ED,<N/S>,Outpatient,Physical,Kicked,<N/S>,Moderate,Moderate - Moderate emotional and/or psychological impact with no missed work.,ED,Behavioral Expectations Reviewed; Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold,,,
1/18/2025,ED,<N/S>,Outpatient,Physical,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Security; Notified Supervisor,,,
1/18/2025,BC,<N/S>,Inpatient,Physical,Bitten; Hair Pulling,<N/S>,Mild,Moderate - Moderate emotional and/or psychological impact with no missed work.,Other (please specify),Mechanical Restraint; Physical Hold,,,
1/18/2025,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray,,,
1/17/2025,ED,<N/S>,Inpatient,Physical,Hit w/ Fist; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Physical Hold,,,
1/18/2025,ED,<N/S>,Inpatient,Physical,hands on restraining,<N/S>,Moderate,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
1/9/2025,Other,<N/S>,Other,Physical,inhalant,<N/S>,Other,None - No emotional and/or psychological impact,ED,Called 911,,,
1/20/2025,Other,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Called 911; De-escalation Techniques Utilized; Notified Supervisor,,,
1/20/2025,ED,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
