Event Date,Physical Injury Incurred? Level of Care,Type of Person Affected,Occupational category of Person Impacted,Type of Violence,Primary Assault Description ,Immediate Actions (Reported),Contributing Factors (Reported),Nature of Injury,Location of Injury on Body,Emotional and/or Psychological Impact,Assault Description,Care/Service Area,Department,OSHA Recordable?,Law Enforcement Contacted,Charges Pressed
10/4/2024,No,Employee,Staff Nurse,Abuse/Assault (Physical),Kicking/Hitting/Beating,Chemical Restraint/Medication administered; De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Physical Restraints utilized,Altered Mental Status,  ,,  ,"Received patient to PACU Bay 6 at 2056 from OR. Patient was answering questions appropriately upon initial arrival to PACU. The nurse asked patient if he wanted some water, to which the patient replied yes, so the nurse went to get the patient water. Upon return with the water, the patient was agitated, trying to get out of bed, and ripping off his hospital gown. The nurse tried to redirect the patient, and the patient became increasingly agitated and unexpectedly slapped the nurse in the face around 2115 on 10/04/24. This was reported to the nursing supervisor at 2138 on 10/04/2024. The patient became increasingly agitated while in PACU and was trying to pull out his IVs and foley. Anesthesia was at bedside and administering medications and security came to the bedside to assist with restraining patient. Wrist restraints were placed at 2217 on 10/04/24.?",Surgery & Peri-Op Services,Recovery Room,  ,,
10/5/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,Physical Restraints utilized; Seclusion of Patient,Interference by Patient/Resident; Staff - Insufficient Staff,Bruise/Contusion,Right inner forearm,  ,In evening patient tried running into another patient's bedroom and ran into staff grabbing my arm and squeezing it causing a bruise on my forearm.,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,  ,,
10/5/2024,Yes,Employee,RESOURCE TECHNICIAN,Abuse/Assault (Physical),Spitting,Other,Other,Exposure - Body Fluids,Mutliple body parts,  ,Before a restraint the patient gave himself a bloody nose. During the restraint the patient spit blood on this writer.?,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,,
10/5/2024,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Spitting,Referred to Employee Health,Action by Patient/Resident,Exposure - Body Fluids,"Eyes, mouth",  ,Pt. made their nose bleed and then proceeded to spit his bloody nose into my eyeballs and mouth. that I swallowed.?,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,,
10/5/2024,No,"Affiliate (contracted staff, student)",Security Guard,Abuse/Assault (Physical),Kicking/Hitting/Beating,No Action,Patient - Lack of Compliance/Adherence; Action by Patient/Resident,  ,,  ,"On Saturday 10/05/2024 at approximately 1056, Security in ED Overflow reports that the patient in room 27 had just eloped through the double doors toward x-ray.  SecuOnce in the DEA, the?patient kicks Officer in the face at 1059.??The assaulted Officers were not injured or seeking medical treatment. They did not wish to press charges. EAP offered and (House Manager) notified. No additional assaults or?injuries occurred. No damage to hospital property. Per the primary RN, the patient is aware of their actions.",Emergency Department,Emergency Department,  ,,
10/5/2024,No,"Affiliate (contracted staff, student)",Security Guard,Abuse/Assault (Physical),Kicking/Hitting/Beating,No Action,Patient - Lack of Compliance/Adherence; Action by Patient/Resident,  ,,  ,"On Saturday 10/05/2024 at approximately 1056, Security in ED Overflow reports that the patient in room 27 had just eloped through the double doors toward x-ray.  Security responds. Security then physically escorts the patient toward the DEA.  During the escort, the patient knees a Security Officer in the thigh 2 times at 1058.",Emergency Department,Emergency Department,  ,,
10/7/2024,No,Employee,PSYCH CLIN II- SCHOOL/LCSW,Abuse/Assault (Physical),Throwing an Object/Breaking Object,No Action,Physical Environment Condition/Design,  ,,  ,"EE was meeting with a non Northern Light patient.? at her school setting who threw a smooth rock in the meeting room and hit her in the nose with the object.? No damage done, no harm.",Outpt Practice - Psych/Behavioral Health,Behav Hlth Clinic - Schools,  ,,
10/8/2024,No,Employee,REGISTERED NURSE I,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull; Kicking/Hitting/Beating; Throwing an Object/Breaking Object,De-escalation techniques; Seclusion of Patient,Action by Patient/Resident,  ,,  ,"Patient assaulted staff x2 during this shift. First assault occured in the morning when this RN told patient that I would not provide horror movie coloring sheet. Patient threw breakfast trays and food at this RN and began kicking staff including this RN. Patient was put in a physical hold and seculsion per charting.?

Second assault occurred in the evening when patient wanted to move into the milieu. Patient kicked, hit, bit staff but not this RN.?",Emergency Department,Emergency Department,  ,,
10/8/2024,No,Employee,PSYCHIATRIC TECHNICIAN,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; Seclusion of Patient,Action by Patient/Resident; Communication Failure,  ,,  ,"Pt was upset about not getting specific coloring pages when he was told about going to another room to calm down he yelled that he wasn't going to go. He then started to throw things at staff, security went hands on to move him into seclusion he started to kick med staff he kicked both the nurse and I.",Emergency Department,Emergency Department,  ,,
10/8/2024,No,"Affiliate (contracted staff, student)",Registered Nurse,Abuse/Assault (Physical),Kicking/Hitting/Beating,EAP - Offered/Employee Assistance Program Information Provided; Reported to department leader,Altered Mental Status,  ,,  ,"On Tuesday October 8, 2024, at approximately 1314 TOS announces Code Gray for Clason ICU Room 146. Security en route. At approximately 1317 upon arrival Security assists staff with moving the patient from a recliner to the bed and place the patient in a physical hold. At approximately 1320 (RN, ICU) administers IV medications to the patient while security and staff hold the patient to prevent any injuries. At approximately 1329 Security assists staff with holding the patient while (RN) and (RN) placed the patient in a soft wrist restraint and a posey vest. At approximately 1331 (RN) administers additional medications. At approximately 1334 Security releases the hold and clears the room. (RN) reports that prior to security arrival the patient kicked her in the chest, she denies EAP and Medical attention and denies pressing charges. (RN) states that the patient does not have the mental capacity to be aware of his actions.",Patient Unit - Intensive/Critical Care,Intensive Care Unit,  ,,
10/9/2024,No,Employee,Physician,Abuse/Assault (Verbal),Harassment,Patient Behavior Safety Flag/Care Plan initiated,Communication Failure; Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding; Policy/Procedure Issue,  ,,  ,"Patient continued behavioral issues. Patient verbally abusive towards staff and PCP and now Behavioral health provider. at last visit with BH provider pt threw phone across the room to end call. she apologized later but now states she was threated due to BH Provider saying she can be discharged for poor behavior.?

patient also has several calls to PCP office angry about not getting pain medications, when she has an established pain plan with PCP and specialists.?

See chart:?

PHOne noters/ office visits from 9/24-10/9

MRN: 2297383",Outpt Practice - Primary Care & Walk-in,Primary Care - Blue Hill,  ,,
10/9/2024,Unknown,"Affiliate (contracted staff, student)",Security Guard,Abuse/Assault (Physical),  ,Unknown,Other,  ,,  ,"On Wednesday October 9, 2024, at 1330 the Patient grabs the Portable T.V. and attempts to damage it. Security restrains the Patient, for everyone??s safety and escorts them into their room, ED DEA Overflow 27. Medical Staff (Psych Tech, Emergency Department), (Staff Nurse, Emergency Department), Security, and Security enter Room 27 to assist with the situation and calm the Patient down. Patient continues to not be safe Security and Security Supervisor enter. Staff requests Patient to be brought to the ED DEA Room 33 for seclusion. Security and Nursing Staff Escort the Patient into the ED DEA. Patient is placed into Room 33 and Seclusion starts at 1334. 2 Assaults occurred during this incident with Security scratched in the arm and Security getting bit on the knuckles. No EAP, no medical, and no charges. (RN) states that she is unsure at this moment if the patient has the mental capacity to be aware of his actions. ",Emergency Department,Emergency Department,  ,,
10/9/2024,Unknown,"Affiliate (contracted staff, student)",Security Guard,Abuse/Assault (Physical),  ,Unknown,Other,  ,,  ,"On Wednesday October 9, 2024, at 1330 the Patient grabs the Portable T.V. and attempts to damage it. Security restrains the Patient, for everyone??s safety and escorts them into their room, ED DEA Overflow 27. Medical Staff (Psych Tech, Emergency Department), (Staff Nurse, Emergency Department), Security, and Security enter Room 27 to assist with the situation and calm the Patient down. Patient continues to not be safe Security and Security Supervisor enter. Staff requests Patient to be brought to the ED DEA Room 33 for seclusion. Security and Nursing Staff Escort the Patient into the ED DEA. Patient is placed into Room 33 and Seclusion starts at 1334. 2 Assaults occurred during this incident with Security scratched in the arm and Security getting bit on the knuckles. No EAP, no medical, and no charges. (RN) states that she is unsure at this moment if the patient has the mental capacity to be aware of his actions. ",Emergency Department,Emergency Department,  ,,
10/10/2024,No,Employee,CNA PROGRAM- PATIENT EXP AIDE,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; Patient Behavior Safety Flag/Care Plan initiated; Physical Restraints utilized; Treatment Provided; EAP - Offered/Employee Assistance Program Information Provided,Action by Patient/Resident; Altered Mental Status; Patient - Lack of Compliance/Adherence,  ,,  ,"While attempting to assist a patient into their bed safely they started continuously kicking. The patient that I was observing 1:1 made contact with my arm. There was no harm or intervention needed. The patient did however continue to kick, hit and attempt biting other staff members during this incident.?",Patient Unit - Cardiac Tele/Intermediate Care,Intermediate Care Unit,  ,,
10/10/2024,No,"Affiliate (contracted staff, student)",Security Guard,Abuse/Assault (Physical),  ,EAP Offered; No Action,Action by Patient/Resident; Confused/Disoriented,  ,,  ,"On 10/10/2024 at 0524 a Strongline Alert is activated by a nurse on Grant 5 near room 524 security supervisor and all available officers are in route. Upon arrival security finds the patient, standing in the back hall by Grant 5 Nurse Station. House Manager and several nurses are standing by. The patient is confused and wants to leave. At approximately 0555 security is given the okay to escort the patient back to Room 519. The patient immediately becomes combative and strikes a security supervisor in the chest, headbutts her twice and kicks her legs several times during the escort. House manager is aware of the assault on security.? Security supervisor speaks the other security supervisor about the incident. The affected security supervisor is not seeking medical treatment or pressing charges. The EAP is offered.",Patient Unit - Medical/Surgical,Medical Surgical Unit - G5,  ,,
