Event Date,Facility Type,Department/Office Incident Took Place,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Contributing Factors,Severity of Assault,Primary Assault Description,Assault Description,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Split Roles,General Role,General Violence_Category,General Location,General Advanced Location,General Severity Category,General Severity Numerical,General Emotional Numerical
10/9/2024,Other,Emergency Department,Security Guard,,Abuse/Assault (Physical),Other,,  ,"On Wednesday October 9, 2024, at 1330 the Patient grabs the Portable T.V. and attempts to damage it. Security restrains the Patient, for everyone??s safety and escorts them into their room, ED DEA Overflow 27. Medical Staff (Psych Tech, Emergency Department), (Staff Nurse, Emergency Department), Security, and Security enter Room 27 to assist with the situation and calm the Patient down. Patient continues to not be safe Security and Security Supervisor enter. Staff requests Patient to be brought to the ED DEA Room 33 for seclusion. Security and Nursing Staff Escort the Patient into the ED DEA. Patient is placed into Room 33 and Seclusion starts at 1334. 2 Assaults occurred during this incident with Security scratched in the arm and Security getting bit on the knuckles. No EAP, no medical, and no charges. (RN) states that she is unsure at this moment if the patient has the mental capacity to be aware of his actions. ",,,Unknown,Security Guard,Security,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/10/2024,Med/Surg/Inpatient,Patient Unit - Cardiac Tele/Intermediate Care,CNA PROGRAM- PATIENT EXP AIDE,,Abuse/Assault (Physical),Action by Patient/Resident; Altered Mental Status; Patient - Lack of Compliance/Adherence,,Kicking/Hitting/Beating,"While attempting to assist a patient into their bed safely they started continuously kicking. The patient that I was observing 1:1 made contact with my arm. There was no harm or intervention needed. The patient did however continue to kick, hit and attempt biting other staff members during this incident.?",,,De-escalation techniques; Patient Behavior Safety Flag/Care Plan initiated; Physical Restraints utilized; Treatment Provided; EAP - Offered/Employee Assistance Program Information Provided,CNA PROGRAM- PATIENT EXP AIDE,Nursing Assistant,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/10/2024,Other,Patient Unit - Medical/Surgical,Security Guard,,Abuse/Assault (Physical),Action by Patient/Resident; Confused/Disoriented,,  ,"On 10/10/2024 at 0524 a Strongline Alert is activated by a nurse on Grant 5 near room 524 security supervisor and all available officers are in route. Upon arrival security finds the patient, standing in the back hall by Grant 5 Nurse Station. House Manager and several nurses are standing by. The patient is confused and wants to leave. At approximately 0555 security is given the okay to escort the patient back to Room 519. The patient immediately becomes combative and strikes a security supervisor in the chest, headbutts her twice and kicks her legs several times during the escort. House manager is aware of the assault on security.? Security supervisor speaks the other security supervisor about the incident. The affected security supervisor is not seeking medical treatment or pressing charges. The EAP is offered.",,,EAP Offered; No Action,Security Guard,Security,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/10/2024,Med/Surg/Inpatient,Emergency Department,Staff Nurse,,Abuse/Assault (Verbal),Patient - None,,  ,"We had this patient tonight who was very inappropriate. She states that she worked at Chinchette and that she was very sick and needed a bed. Due to acuity we did the best we could but she continued to swear at our staff, state that she was going to call her manager who was going to make us give her a bed. The patient also continuously was turning her own pump off, when asked not too she would swear at staff. We had to lock her pump. When I went out to tell her we had a bed for her, she got verbally aggressive with me and stated she was leaving. EMICPRovider was with me to see her . She then went up the cafeteria, ate, then called 911 to be picked up at the main entrance to St. joes. I did inform them of what happened and informed the nursing supervisor. ",,,Other; Unknown,Staff Nurse,Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/12/2024,Med/Surg/Inpatient,Patient Unit - Medical/Surgical,Nursing Assistant,,Abuse/Assault (Physical),Altered Mental Status,,Kicking/Hitting/Beating; Pushing/Shoving,This pt was attempting to stand upright from a laying position in her bed without either of her assistive devices (FWW or W/C). I stood in front of her as she was trying to walk in a forward motion. She then slapped my hands as I was holding on to her gait belt. She pushed me away from her. I stepped back and pushed my strong hold alarm and the nursing team came in.,,,Reported to department leader; Safety Alert Button Activated; EAP - Offered/Employee Assistance Program Information Provided,Nursing Assistant,Nursing Assistant,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/12/2024,Med/Surg/Inpatient,Surgery & Peri-Op Services,Staff Nurse,,Abuse/Assault (Physical),Coming Out of Anesthesia; Prior Patient Self-Injury Not Documented; Self-Injurious Behavior; Staff - Insufficient Staff,,Kicking/Hitting/Beating,"Pt attempting to pull JP drain from groin. This nurse held pt hand and requested that he let go of drain. Pt refusing to let go of drain, squeezing harder.? Gently pried fingers from JP and covered JP with gown. ?Pt reached for second nurse Katelyn neck. ?This nurse removed pt hand from second nurse neck and pulled hand down to bed. This nurse asked pt if he knew where he was. ?He used a mocking voice with out answering the question and then punched this nurse in the nose and mouth. ?Strong line button clicked and hands held until security arrived. ?Anesthesia alerted. ?Soft restraints initiated once anesthesia at bedside.?

Cut to patient knuckle noted.",,,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Physical Restraints utilized; Reported to department leader; Safety Alert Button Activated,Staff Nurse,Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/13/2024,BC,Patient Unit - Psych/Behavioral Health,PSYCHIATRIC TECHNICIAN I,,Abuse/Assault (Physical),Action by Patient/Resident,Severe,Grabbing/Pinching/Scratching/Hair Pull; Kicking/Hitting/Beating,"Patient was escalated outside group room. Tech was in group room and tried to exit to assist with patient escalation. Patient grabbed tech by the hair, scratched her face, punched her in the right rib, and pulled her to the floor. Tech reports pain in scalp, neck, and ribs. Tech sent to the ED for further assessment.",,ED,Admitted to Hospital; Physical Restraints utilized,PSYCHIATRIC TECHNICIAN I,Technologist/Technician,Physical Violence,BC,Clinical Unit,Severe,3.0,
10/13/2024,BC,Patient Unit - Psych/Behavioral Health,PSYCHIATRIC TECHNICIAN I,,Abuse/Assault (Physical),Action by Patient/Resident,Severe,Biting,Patient bit tech on forehead and scratched her neck. Cleansed with soap and water and sent to the E.D.,,ED,Emergency Call/Code,PSYCHIATRIC TECHNICIAN I,Technologist/Technician,Physical Violence,BC,Clinical Unit,Severe,3.0,
10/13/2024,Other,Emergency Department,Security Guard,,Abuse/Assault (Physical),Patient - Lack of Compliance/Adherence,,Kicking/Hitting/Beating,"On Sunday 10/13/2024 at approximately 1450, Security in the DEA report that a patient on the Adolescent Side is highly agitated and slamming his door repeatedly.  At 1452, Security places the patient in a physical hold to prevent the behavior.  At 1455, the patient is placed on seclusion in room 35 per his primary nurse.  At 1457, Security reports that the door to 35 is malfunctioning and will not remain secured.  Per staff, at 1515 the patient is physically escorted to room 33 and remains on seclusion.  At 1518, Security reports that the patient is ripping the inside of the mattress apart and that the items need to be removed.  At 1519, Security enters the room and places the patient in a physical hold while staff removes the mattress, the plastic from inside the mattress, and all the foam.  Officern was struck in the face during the incident.?Staff exit at 1521 and the patient remains on seclusion. ?Officer did not wish to press charges. Wasn't injured or seeking medical treatment. House Manager notified.",,,No Action,Security Guard,Security,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/13/2024,Other,Emergency Department,Security Guard,,Abuse/Assault (Physical),Patient - Lack of Compliance/Adherence,,  ,"On Sunday 10/13/2024 at approximately 1450, Security in the DEA report that a patient on the Adolescent Side is highly agitated and slamming his door repeatedly.  At 1452, Security places the patient in a physical hold to prevent the behavior.  At 1455, the patient is placed on seclusion in room 35 per his primary nurse.  At 1457, Security reports that the door to 35 is malfunctioning and will not remain secured.  Per staff, at 1515 the patient is physically escorted to room 33 and remains on seclusion.  At 1518, Security reports that the patient is ripping the inside of the mattress apart and that the items need to be removed.  At 1519, Security enters the room and places the patient in a physical hold while staff removes the mattress, the plastic from inside the mattress, and all the foam.? Officer?was scratched twice on the right arm. ?Security and Staff exit at 1521 and the officer did not wish to press charges. Wasn't injured or seeking medical treatment. House Manager notified.",,,No Action,Security Guard,Security,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/14/2024,ED,Patient Unit - Psych/Behavioral Health,REGISTERED NURSE I- PSYCH,,Abuse/Assault (Physical),Action by Patient/Resident; Willful Misconduct,Severe,Kicking/Hitting/Beating,"while being restrained at roughly 15:45 in the 2 south seclusion room, the patient kicked RN in the testicles",,ED,Unknown,REGISTERED NURSE I- PSYCH,Nurse,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,
10/14/2024,BC,Patient Unit - Psych/Behavioral Health,PSYCHIATRIC TECHNICIAN I,,Abuse/Assault (Physical),Patient - Lack of Compliance/Adherence,Severe,Grabbing/Pinching/Scratching/Hair Pull,Writer was strapping pt in restraint chair and while strapping ankles pt was able to get ahold of this writer's hair and latch on while pulling.?,,ED,Treatment Provided,PSYCHIATRIC TECHNICIAN I,Technologist/Technician,Physical Violence,BC,Clinical Unit,Severe,3.0,
10/14/2024,ED,Patient Unit - Cardiac Tele/Intermediate Care,Registered Nurse,,Abuse/Assault (Physical),Altered Mental Status,,Grabbing/Pinching/Scratching/Hair Pull; Throwing an Object/Breaking Object,"On October 14th, 2024 at approximately 0156 multiple Stronglines were activated by Medical Staff on Penobscot 6 near room?699; the justification being the patient in room 698 was attempting to get out of his bed and was about to fall so Medical Staff?attempt to assist him. The patient then became agitated, verbally assaultive, and struck Medical Staff on the arm. Medical Staff is offered?medical treatment and EAP, both declined. No charges will be pressed. Medical Staff states the patient has the mental capacity?to be aware of their actions.
",,,No Action; EAP - Offered/Employee Assistance Program Information Provided,Registered Nurse,Nurse,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/14/2024,Other,Emergency Department,Security Guard,,Abuse/Assault (Physical),Other,,Grabbing/Pinching/Scratching/Hair Pull,"On Monday October 14, 2024, at approximately 0810 Security contacts the security desk to report that he and (Staff Nurse, Emergency Department) had placed the patient in a minor hold due to the patient attempting to strike Officer. Security sustained a minor scratch on his right arm from the patient but denies EAP and Medical attention and denies pressing charges. The patient calms down and Security and (RN) clear the room at approximately 0810. (RN) states that the patient does have the mental capacity to be aware of his actions. ",None,,EAP - Offered/Employee Assistance Program Information Provided,Security Guard,Security,Physical Violence,ED/ER,Clinical Unit,Unknown,,0.0
10/15/2024,Other,Patient Unit - Medical/Surgical,  ,,Sexual Harassment,Patient - None,,  ,"Patient in room #2 was sexually perverted with nursing staff. Pt. requesting sexual acts for part of care. When pt. was told that this was inappropriate of him. he became angry and started accusing RN of harassing, abusing, and neglecting his needs. RN left pt. safely in room with call bell at bedside.?",,,No Action,,,Sexual Violence,ED/ER,Clinical Unit,Unknown,,
